"County"	"id"	sun
"Adams County, IN"	"18001"	14630.84
"Allen County, IN"	"18003"	14540.99
"Bartholomew County, IN"	"18005"	15055.18
"Benton County, IN"	"18007"	14809.22
"Blackford County, IN"	"18009"	14721.17
"Boone County, IN"	"18011"	14734.95
"Brown County, IN"	"18013"	15081.49
"Carroll County, IN"	"18015"	14717.54
"Cass County, IN"	"18017"	14684.28
"Clark County, IN"	"18019"	15108.38
"Clay County, IN"	"18021"	14963.26
"Clinton County, IN"	"18023"	14716.68
"Crawford County, IN"	"18025"	15195.37
"Daviess County, IN"	"18027"	15114.71
"Dearborn County, IN"	"18029"	15035.88
"Decatur County, IN"	"18031"	14948.63
"De Kalb County, IN"	"18033"	14521.04
"Delaware County, IN"	"18035"	14742.46
"Dubois County, IN"	"18037"	15163.28
"Elkhart County, IN"	"18039"	14445.85
"Fayette County, IN"	"18041"	14854.86
"Floyd County, IN"	"18043"	15086.26
"Fountain County, IN"	"18045"	14845.29
"Franklin County, IN"	"18047"	14963.64
"Fulton County, IN"	"18049"	14596.86
"Gibson County, IN"	"18051"	15286.81
"Grant County, IN"	"18053"	14686.06
"Greene County, IN"	"18055"	15036.17
"Hamilton County, IN"	"18057"	14699.17
"Hancock County, IN"	"18059"	14726.09
"Harrison County, IN"	"18061"	15189.98
"Hendricks County, IN"	"18063"	14821.04
"Henry County, IN"	"18065"	14767.45
"Howard County, IN"	"18067"	14712.15
"Huntington County, IN"	"18069"	14642.78
"Jackson County, IN"	"18071"	15097.61
"Jasper County, IN"	"18073"	14694.86
"Jay County, IN"	"18075"	14692.86
"Jefferson County, IN"	"18077"	15108.88
"Jennings County, IN"	"18079"	15072.90
"Johnson County, IN"	"18081"	14910.86
"Knox County, IN"	"18083"	15169.02
"Kosciusko County, IN"	"18085"	14535.39
"Lagrange County, IN"	"18087"	14486.93
"Lake County, IN"	"18089"	14600.65
"La Porte County, IN"	"18091"	14513.09
"Lawrence County, IN"	"18093"	15064.81
"Madison County, IN"	"18095"	14697.15
"Marion County, IN"	"18097"	14759.63
"Marshall County, IN"	"18099"	14506.10
"Martin County, IN"	"18101"	15107.96
"Miami County, IN"	"18103"	14644.75
"Monroe County, IN"	"18105"	15044.39
"Montgomery County, IN"	"18107"	14780.76
"Morgan County, IN"	"18109"	14939.17
"Newton County, IN"	"18111"	14720.14
"Noble County, IN"	"18113"	14525.92
"Ohio County, IN"	"18115"	15074.35
"Orange County, IN"	"18117"	15142.51
"Owen County, IN"	"18119"	14963.08
"Parke County, IN"	"18121"	14881.27
"Perry County, IN"	"18123"	15265.99
"Pike County, IN"	"18125"	15196.34
"Porter County, IN"	"18127"	14607.99
"Posey County, IN"	"18129"	15472.30
"Pulaski County, IN"	"18131"	14631.90
"Putnam County, IN"	"18133"	14877.04
"Randolph County, IN"	"18135"	14745.79
"Ripley County, IN"	"18137"	15100.05
"Rush County, IN"	"18139"	14859.29
"St. Joseph County, IN"	"18141"	14437.01
"Scott County, IN"	"18143"	15112.87
"Shelby County, IN"	"18145"	14864.32
"Spencer County, IN"	"18147"	15316.27
"Starke County, IN"	"18149"	14520.40
"Steuben County, IN"	"18151"	14455.53
"Sullivan County, IN"	"18153"	15040.17
"Switzerland County, IN"	"18155"	15070.12
"Tippecanoe County, IN"	"18157"	14709.09
"Tipton County, IN"	"18159"	14733.46
"Union County, IN"	"18161"	14877.52
"Vanderburgh County, IN"	"18163"	15401.53
"Vermillion County, IN"	"18165"	14915.49
"Vigo County, IN"	"18167"	14976.60
"Wabash County, IN"	"18169"	14669.78
"Warren County, IN"	"18171"	14789.51
"Warrick County, IN"	"18173"	15326.15
"Washington County, IN"	"18175"	15127.34
"Wayne County, IN"	"18177"	14787.01
"Wells County, IN"	"18179"	14649.64
"White County, IN"	"18181"	14701.70
"Whitley County, IN"	"18183"	14553.79
"Adair County, IA"	"19001"	14874.78
"Adams County, IA"	"19003"	14984.35
"Allamakee County, IA"	"19005"	14299.26
"Appanoose County, IA"	"19007"	14894.91
"Audubon County, IA"	"19009"	14754.30
"Benton County, IA"	"19011"	14566.99
"Black Hawk County, IA"	"19013"	14475.34
"Boone County, IA"	"19015"	14760.57
"Bremer County, IA"	"19017"	14435.12
"Buchanan County, IA"	"19019"	14503.28
"Buena Vista County, IA"	"19021"	14641.37
"Butler County, IA"	"19023"	14440.19
"Calhoun County, IA"	"19025"	14686.05
"Carroll County, IA"	"19027"	14682.93
"Cass County, IA"	"19029"	14959.14
"Cedar County, IA"	"19031"	14609.55
"Cerro Gordo County, IA"	"19033"	14518.29
"Cherokee County, IA"	"19035"	14675.76
"Chickasaw County, IA"	"19037"	14406.84
"Clarke County, IA"	"19039"	14882.48
"Clay County, IA"	"19041"	14573.26
"Clayton County, IA"	"19043"	14413.50
"Clinton County, IA"	"19045"	14565.47
"Crawford County, IA"	"19047"	14741.82
"Dallas County, IA"	"19049"	14777.37
"Davis County, IA"	"19051"	14915.21
"Decatur County, IA"	"19053"	14981.37
"Delaware County, IA"	"19055"	14473.60
"Des Moines County, IA"	"19057"	14838.86
"Dickinson County, IA"	"19059"	14521.23
"Dubuque County, IA"	"19061"	14468.01
"Emmet County, IA"	"19063"	14493.07
"Fayette County, IA"	"19065"	14405.29
"Floyd County, IA"	"19067"	14435.30
"Franklin County, IA"	"19069"	14563.38
"Fremont County, IA"	"19071"	15270.70
"Greene County, IA"	"19073"	14706.57
"Grundy County, IA"	"19075"	14537.10
"Guthrie County, IA"	"19077"	14731.67
"Hamilton County, IA"	"19079"	14636.18
"Hancock County, IA"	"19081"	14535.39
"Hardin County, IA"	"19083"	14631.00
"Harrison County, IA"	"19085"	14925.52
"Henry County, IA"	"19087"	14846.74
"Howard County, IA"	"19089"	14358.16
"Humboldt County, IA"	"19091"	14594.92
"Ida County, IA"	"19093"	14707.31
"Iowa County, IA"	"19095"	14654.41
"Jackson County, IA"	"19097"	14503.88
"Jasper County, IA"	"19099"	14787.67
"Jefferson County, IA"	"19101"	14802.51
"Johnson County, IA"	"19103"	14642.00
"Jones County, IA"	"19105"	14519.65
"Keokuk County, IA"	"19107"	14742.08
"Kossuth County, IA"	"19109"	14565.03
"Lee County, IA"	"19111"	14956.21
"Linn County, IA"	"19113"	14523.54
"Louisa County, IA"	"19115"	14750.32
"Lucas County, IA"	"19117"	14867.25
"Lyon County, IA"	"19119"	14591.23
"Madison County, IA"	"19121"	14823.89
"Mahaska County, IA"	"19123"	14758.55
"Marion County, IA"	"19125"	14841.65
"Marshall County, IA"	"19127"	14685.21
"Mills County, IA"	"19129"	15180.70
"Mitchell County, IA"	"19131"	14410.80
"Monona County, IA"	"19133"	14885.25
"Monroe County, IA"	"19135"	14857.47
"Montgomery County, IA"	"19137"	15113.57
"Muscatine County, IA"	"19139"	14629.43
"O'Brien County, IA"	"19141"	14578.98
"Osceola County, IA"	"19143"	14478.41
"Page County, IA"	"19145"	15171.97
"Palo Alto County, IA"	"19147"	14552.08
"Plymouth County, IA"	"19149"	14749.18
"Pocahontas County, IA"	"19151"	14605.26
"Polk County, IA"	"19153"	14753.33
"Pottawattamie County, IA"	"19155"	15041.76
"Poweshiek County, IA"	"19157"	14742.43
"Ringgold County, IA"	"19159"	15057.79
"Sac County, IA"	"19161"	14662.08
"Scott County, IA"	"19163"	14619.15
"Shelby County, IA"	"19165"	14876.90
"Sioux County, IA"	"19167"	14636.49
"Story County, IA"	"19169"	14733.91
"Tama County, IA"	"19171"	14637.06
"Taylor County, IA"	"19173"	15084.05
"Union County, IA"	"19175"	14956.75
"Van Buren County, IA"	"19177"	14945.52
"Wapello County, IA"	"19179"	14833.91
"Warren County, IA"	"19181"	14822.65
"Washington County, IA"	"19183"	14736.50
"Wayne County, IA"	"19185"	14931.78
"Webster County, IA"	"19187"	14655.21
"Winnebago County, IA"	"19189"	14500.04
"Winneshiek County, IA"	"19191"	14321.75
"Woodbury County, IA"	"19193"	14835.68
"Worth County, IA"	"19195"	14485.74
"Wright County, IA"	"19197"	14589.11
"Allen County, KS"	"20001"	16021.51
"Anderson County, KS"	"20003"	15873.90
"Atchison County, KS"	"20005"	15504.88
"Barber County, KS"	"20007"	17174.74
"Barton County, KS"	"20009"	16733.72
"Bourbon County, KS"	"20011"	15930.53
"Brown County, KS"	"20013"	15499.79
"Butler County, KS"	"20015"	16442.47
"Chase County, KS"	"20017"	16228.33
"Chautauqua County, KS"	"20019"	16505.21
"Cherokee County, KS"	"20021"	16094.48
"Cheyenne County, KS"	"20023"	16891.92
"Clark County, KS"	"20025"	17457.30
"Clay County, KS"	"20027"	16043.82
"Cloud County, KS"	"20029"	16167.90
"Coffey County, KS"	"20031"	16004.73
"Comanche County, KS"	"20033"	17343.33
"Cowley County, KS"	"20035"	16586.48
"Crawford County, KS"	"20037"	16029.21
"Decatur County, KS"	"20039"	16673.28
"Dickinson County, KS"	"20041"	16192.97
"Doniphan County, KS"	"20043"	15408.59
"Douglas County, KS"	"20045"	15679.83
"Edwards County, KS"	"20047"	17077.08
"Elk County, KS"	"20049"	16418.60
"Ellis County, KS"	"20051"	16707.93
"Ellsworth County, KS"	"20053"	16585.66
"Finney County, KS"	"20055"	17369.58
"Ford County, KS"	"20057"	17315.73
"Franklin County, KS"	"20059"	15750.43
"Geary County, KS"	"20061"	15997.62
"Gove County, KS"	"20063"	16968.13
"Graham County, KS"	"20065"	16716.72
"Grant County, KS"	"20067"	17736.01
"Gray County, KS"	"20069"	17428.63
"Greeley County, KS"	"20071"	17480.89
"Greenwood County, KS"	"20073"	16279.09
"Hamilton County, KS"	"20075"	17704.04
"Harper County, KS"	"20077"	16976.88
"Harvey County, KS"	"20079"	16532.89
"Haskell County, KS"	"20081"	17584.88
"Hodgeman County, KS"	"20083"	17160.50
"Jackson County, KS"	"20085"	15576.98
"Jefferson County, KS"	"20087"	15573.74
"Jewell County, KS"	"20089"	16130.90
"Johnson County, KS"	"20091"	15609.79
"Kearny County, KS"	"20093"	17594.01
"Kingman County, KS"	"20095"	16854.27
"Kiowa County, KS"	"20097"	17206.10
"Labette County, KS"	"20099"	16236.33
"Lane County, KS"	"20101"	17124.49
"Leavenworth County, KS"	"20103"	15488.52
"Lincoln County, KS"	"20105"	16448.80
"Linn County, KS"	"20107"	15826.60
"Logan County, KS"	"20109"	17097.64
"Lyon County, KS"	"20111"	16049.91
"McPherson County, KS"	"20113"	16502.74
"Marion County, KS"	"20115"	16362.46
"Marshall County, KS"	"20117"	15694.97
"Meade County, KS"	"20119"	17575.33
"Miami County, KS"	"20121"	15699.52
"Mitchell County, KS"	"20123"	16327.18
"Montgomery County, KS"	"20125"	16348.61
"Morris County, KS"	"20127"	16082.03
"Morton County, KS"	"20129"	17992.60
"Nemaha County, KS"	"20131"	15566.21
"Neosho County, KS"	"20133"	16112.96
"Ness County, KS"	"20135"	17014.67
"Norton County, KS"	"20137"	16523.32
"Osage County, KS"	"20139"	15831.63
"Osborne County, KS"	"20141"	16410.75
"Ottawa County, KS"	"20143"	16279.23
"Pawnee County, KS"	"20145"	16966.06
"Phillips County, KS"	"20147"	16397.71
"Pottawatomie County, KS"	"20149"	15704.93
"Pratt County, KS"	"20151"	17008.54
"Rawlins County, KS"	"20153"	16795.33
"Reno County, KS"	"20155"	16719.92
"Republic County, KS"	"20157"	15985.80
"Rice County, KS"	"20159"	16668.32
"Riley County, KS"	"20161"	15864.15
"Rooks County, KS"	"20163"	16594.89
"Rush County, KS"	"20165"	16850.85
"Russell County, KS"	"20167"	16581.15
"Saline County, KS"	"20169"	16374.30
"Scott County, KS"	"20171"	17204.34
"Sedgwick County, KS"	"20173"	16601.58
"Seward County, KS"	"20175"	17752.76
"Shawnee County, KS"	"20177"	15660.42
"Sheridan County, KS"	"20179"	16825.43
"Sherman County, KS"	"20181"	17066.38
"Smith County, KS"	"20183"	16225.63
"Stafford County, KS"	"20185"	16875.73
"Stanton County, KS"	"20187"	17871.59
"Stevens County, KS"	"20189"	17865.52
"Sumner County, KS"	"20191"	16777.96
"Thomas County, KS"	"20193"	16968.05
"Trego County, KS"	"20195"	16841.35
"Wabaunsee County, KS"	"20197"	15820.40
"Wallace County, KS"	"20199"	17227.13
"Washington County, KS"	"20201"	15852.90
"Wichita County, KS"	"20203"	17357.89
"Wilson County, KS"	"20205"	16234.34
"Woodson County, KS"	"20207"	16127.58
"Wyandotte County, KS"	"20209"	15482.92
"Adair County, KY"	"21001"	15288.15
"Allen County, KY"	"21003"	15556.77
"Anderson County, KY"	"21005"	15092.84
"Ballard County, KY"	"21007"	15736.02
"Barren County, KY"	"21009"	15439.47
"Bath County, KY"	"21011"	14991.61
"Bell County, KY"	"21013"	15108.58
"Boone County, KY"	"21015"	15025.70
"Bourbon County, KY"	"21017"	15005.22
"Boyd County, KY"	"21019"	14938.45
"Boyle County, KY"	"21021"	15139.59
"Bracken County, KY"	"21023"	15000.16
"Breathitt County, KY"	"21025"	14933.86
"Breckinridge County, KY"	"21027"	15282.53
"Bullitt County, KY"	"21029"	15178.03
"Butler County, KY"	"21031"	15469.40
"Caldwell County, KY"	"21033"	15568.89
"Calloway County, KY"	"21035"	15860.73
"Campbell County, KY"	"21037"	14951.32
"Carlisle County, KY"	"21039"	15782.64
"Carroll County, KY"	"21041"	15079.62
"Carter County, KY"	"21043"	15021.63
"Casey County, KY"	"21045"	15159.95
"Christian County, KY"	"21047"	15535.89
"Clark County, KY"	"21049"	14952.43
"Clay County, KY"	"21051"	15053.20
"Clinton County, KY"	"21053"	15292.65
"Crittenden County, KY"	"21055"	15563.52
"Cumberland County, KY"	"21057"	15394.54
"Daviess County, KY"	"21059"	15437.78
"Edmonson County, KY"	"21061"	15405.33
"Elliott County, KY"	"21063"	15003.58
"Estill County, KY"	"21065"	15039.19
"Fayette County, KY"	"21067"	15017.79
"Fleming County, KY"	"21069"	14950.98
"Floyd County, KY"	"21071"	14839.76
"Franklin County, KY"	"21073"	15084.60
"Fulton County, KY"	"21075"	15896.74
"Gallatin County, KY"	"21077"	15042.51
"Garrard County, KY"	"21079"	15084.22
"Grant County, KY"	"21081"	15051.84
"Graves County, KY"	"21083"	15777.13
"Grayson County, KY"	"21085"	15334.56
"Green County, KY"	"21087"	15286.32
"Greenup County, KY"	"21089"	14953.09
"Hancock County, KY"	"21091"	15312.37
"Hardin County, KY"	"21093"	15227.63
"Harlan County, KY"	"21095"	15120.19
"Harrison County, KY"	"21097"	15032.93
"Hart County, KY"	"21099"	15358.71
"Henderson County, KY"	"21101"	15462.87
"Henry County, KY"	"21103"	15076.26
"Hickman County, KY"	"21105"	15820.11
"Hopkins County, KY"	"21107"	15520.59
"Jackson County, KY"	"21109"	15070.97
"Jefferson County, KY"	"21111"	15135.82
"Jessamine County, KY"	"21113"	15053.26
"Johnson County, KY"	"21115"	14907.24
"Kenton County, KY"	"21117"	14992.77
"Knott County, KY"	"21119"	14906.34
"Knox County, KY"	"21121"	15066.60
"Larue County, KY"	"21123"	15220.61
"Laurel County, KY"	"21125"	15116.29
"Lawrence County, KY"	"21127"	14927.13
"Lee County, KY"	"21129"	14988.50
"Leslie County, KY"	"21131"	14934.93
"Letcher County, KY"	"21133"	14952.21
"Lewis County, KY"	"21135"	14982.85
"Lincoln County, KY"	"21137"	15127.59
"Livingston County, KY"	"21139"	15714.27
"Logan County, KY"	"21141"	15555.34
"Lyon County, KY"	"21143"	15741.17
"McCracken County, KY"	"21145"	15737.91
"McCreary County, KY"	"21147"	15177.14
"McLean County, KY"	"21149"	15473.40
"Madison County, KY"	"21151"	15058.74
"Magoffin County, KY"	"21153"	14942.77
"Marion County, KY"	"21155"	15168.96
"Marshall County, KY"	"21157"	15833.50
"Martin County, KY"	"21159"	14784.79
"Mason County, KY"	"21161"	14911.45
"Meade County, KY"	"21163"	15231.14
"Menifee County, KY"	"21165"	14965.21
"Mercer County, KY"	"21167"	15098.29
"Metcalfe County, KY"	"21169"	15366.67
"Monroe County, KY"	"21171"	15481.10
"Montgomery County, KY"	"21173"	14958.51
"Morgan County, KY"	"21175"	14976.63
"Muhlenberg County, KY"	"21177"	15502.45
"Nelson County, KY"	"21179"	15169.95
"Nicholas County, KY"	"21181"	15021.44
"Ohio County, KY"	"21183"	15417.09
"Oldham County, KY"	"21185"	15064.96
"Owen County, KY"	"21187"	15087.42
"Owsley County, KY"	"21189"	15011.59
"Pendleton County, KY"	"21191"	15028.64
"Perry County, KY"	"21193"	14975.24
"Pike County, KY"	"21195"	14874.59
"Powell County, KY"	"21197"	14992.36
"Pulaski County, KY"	"21199"	15198.30
"Robertson County, KY"	"21201"	15021.29
"Rockcastle County, KY"	"21203"	15084.93
"Rowan County, KY"	"21205"	14995.68
"Russell County, KY"	"21207"	15275.29
"Scott County, KY"	"21209"	15053.08
"Shelby County, KY"	"21211"	15094.11
"Simpson County, KY"	"21213"	15596.95
"Spencer County, KY"	"21215"	15137.26
"Taylor County, KY"	"21217"	15188.43
"Todd County, KY"	"21219"	15558.78
"Trigg County, KY"	"21221"	15665.97
"Trimble County, KY"	"21223"	15112.96
"Union County, KY"	"21225"	15548.21
"Warren County, KY"	"21227"	15542.17
"Washington County, KY"	"21229"	15110.81
"Wayne County, KY"	"21231"	15269.95
"Webster County, KY"	"21233"	15515.96
"Whitley County, KY"	"21235"	15148.12
"Wolfe County, KY"	"21237"	14964.80
"Woodford County, KY"	"21239"	15044.53
"Acadia Parish, LA"	"22001"	17400.78
"Allen Parish, LA"	"22003"	17417.98
"Ascension Parish, LA"	"22005"	17425.57
"Assumption Parish, LA"	"22007"	17345.58
"Avoyelles Parish, LA"	"22009"	17472.67
"Beauregard Parish, LA"	"22011"	17333.09
"Bienville Parish, LA"	"22013"	17122.25
"Bossier Parish, LA"	"22015"	17071.26
"Caddo Parish, LA"	"22017"	17081.60
"Calcasieu Parish, LA"	"22019"	17554.51
"Caldwell Parish, LA"	"22021"	17304.51
"Cameron Parish, LA"	"22023"	19607.40
"Catahoula Parish, LA"	"22025"	17405.71
"Claiborne Parish, LA"	"22027"	17009.86
"Concordia Parish, LA"	"22029"	17411.48
"De Soto Parish, LA"	"22031"	17161.78
"East Baton Rouge Parish, LA"	"22033"	17312.93
"East Carroll Parish, LA"	"22035"	17234.29
"East Feliciana Parish, LA"	"22037"	17279.06
"Evangeline Parish, LA"	"22039"	17432.29
"Franklin Parish, LA"	"22041"	17293.74
"Grant Parish, LA"	"22043"	17254.38
"Iberia Parish, LA"	"22045"	17749.25
"Iberville Parish, LA"	"22047"	17401.37
"Jackson Parish, LA"	"22049"	17202.10
"Jefferson Parish, LA"	"22051"	17945.98
"Jefferson Davis Parish, LA"	"22053"	17471.64
"Lafayette Parish, LA"	"22055"	17361.20
"Lafourche Parish, LA"	"22057"	18146.34
"LaSalle Parish, LA"	"22059"	17325.66
"Lincoln Parish, LA"	"22061"	17086.61
"Livingston Parish, LA"	"22063"	17641.45
"Madison Parish, LA"	"22065"	17289.62
"Morehouse Parish, LA"	"22067"	17034.06
"Natchitoches Parish, LA"	"22069"	17233.25
"Orleans Parish, LA"	"22071"	17999.75
"Ouachita Parish, LA"	"22073"	17127.79
"Plaquemines Parish, LA"	"22075"	19997.76
"Pointe Coupee Parish, LA"	"22077"	17396.47
"Rapides Parish, LA"	"22079"	17327.90
"Red River Parish, LA"	"22081"	17181.92
"Richland Parish, LA"	"22083"	17177.88
"Sabine Parish, LA"	"22085"	17270.73
"St. Bernard Parish, LA"	"22087"	19658.19
"St. Charles Parish, LA"	"22089"	17543.25
"St. Helena Parish, LA"	"22091"	17292.57
"St. James Parish, LA"	"22093"	17384.80
"St. John the Baptist Parish, LA"	"22095"	17629.04
"St. Landry Parish, LA"	"22097"	17431.61
"St. Martin Parish, LA"	"22099"	17493.03
"St. Mary Parish, LA"	"22101"	17757.58
"St. Tammany Parish, LA"	"22103"	17620.65
"Tangipahoa Parish, LA"	"22105"	17646.24
"Tensas Parish, LA"	"22107"	17383.26
"Terrebonne Parish, LA"	"22109"	18254.49
"Union Parish, LA"	"22111"	17095.03
"Vermilion Parish, LA"	"22113"	19064.45
"Vernon Parish, LA"	"22115"	17303.75
"Washington Parish, LA"	"22117"	17378.64
"Webster Parish, LA"	"22119"	17012.61
"West Baton Rouge Parish, LA"	"22121"	17342.87
"West Carroll Parish, LA"	"22123"	17114.14
"West Feliciana Parish, LA"	"22125"	17331.61
"Winn Parish, LA"	"22127"	17256.17
"Androscoggin County, ME"	"23001"	14049.04
"Aroostook County, ME"	"23003"	13242.79
"Cumberland County, ME"	"23005"	14480.63
"Franklin County, ME"	"23007"	13506.29
"Hancock County, ME"	"23009"	13839.26
"Kennebec County, ME"	"23011"	13928.06
"Knox County, ME"	"23013"	14208.79
"Lincoln County, ME"	"23015"	14300.77
"Oxford County, ME"	"23017"	13788.57
"Penobscot County, ME"	"23019"	13472.59
"Piscataquis County, ME"	"23021"	13310.79
"Sagadahoc County, ME"	"23023"	14435.86
"Somerset County, ME"	"23025"	13361.29
"Waldo County, ME"	"23027"	13915.78
"Washington County, ME"	"23029"	13677.50
"York County, ME"	"23031"	14703.98
"Allegany County, MD"	"24001"	14667.46
"Anne Arundel County, MD"	"24003"	15914.36
"Baltimore County, MD"	"24005"	15218.61
"Calvert County, MD"	"24009"	16216.12
"Caroline County, MD"	"24011"	15525.25
"Carroll County, MD"	"24013"	15007.69
"Cecil County, MD"	"24015"	15288.89
"Charles County, MD"	"24017"	15688.24
"Dorchester County, MD"	"24019"	15826.94
"Frederick County, MD"	"24021"	15006.85
"Garrett County, MD"	"24023"	14482.49
"Harford County, MD"	"24025"	15236.31
"Howard County, MD"	"24027"	15232.46
"Kent County, MD"	"24029"	15426.53
"Montgomery County, MD"	"24031"	15216.56
"Prince George's County, MD"	"24033"	15592.56
"Queen Anne's County, MD"	"24035"	15486.76
"St. Mary's County, MD"	"24037"	16176.32
"Somerset County, MD"	"24039"	16003.90
"Talbot County, MD"	"24041"	15572.66
"Washington County, MD"	"24043"	14895.82
"Wicomico County, MD"	"24045"	15776.33
"Worcester County, MD"	"24047"	16661.65
"Baltimore city, MD"	"24510"	15636.66
"Barnstable County, MA"	"25001"	15731.84
"Berkshire County, MA"	"25003"	14359.78
"Bristol County, MA"	"25005"	14983.00
"Dukes County, MA"	"25007"	15907.08
"Essex County, MA"	"25009"	15265.82
"Franklin County, MA"	"25011"	14328.10
"Hampden County, MA"	"25013"	14495.76
"Hampshire County, MA"	"25015"	14382.76
"Middlesex County, MA"	"25017"	14543.62
"Nantucket County, MA"	"25019"	15658.22
"Norfolk County, MA"	"25021"	14711.12
"Plymouth County, MA"	"25023"	15673.24
"Suffolk County, MA"	"25025"	14760.47
"Worcester County, MA"	"25027"	14483.92
"Alcona County, MI"	"26001"	14413.93
"Alger County, MI"	"26003"	14692.71
"Allegan County, MI"	"26005"	14764.15
"Alpena County, MI"	"26007"	14785.97
"Antrim County, MI"	"26009"	14454.60
"Arenac County, MI"	"26011"	14507.78
"Baraga County, MI"	"26013"	13646.12
"Barry County, MI"	"26015"	14314.96
"Bay County, MI"	"26017"	14257.57
"Benzie County, MI"	"26019"	14606.07
"Berrien County, MI"	"26021"	14815.57
"Branch County, MI"	"26023"	14470.86
"Calhoun County, MI"	"26025"	14372.84
"Cass County, MI"	"26027"	14636.78
"Charlevoix County, MI"	"26029"	14722.56
"Cheboygan County, MI"	"26031"	14144.99
"Chippewa County, MI"	"26033"	14157.17
"Clare County, MI"	"26035"	14184.90
"Clinton County, MI"	"26037"	14205.54
"Crawford County, MI"	"26039"	13890.96
"Delta County, MI"	"26041"	14729.16
"Dickinson County, MI"	"26043"	13930.40
"Eaton County, MI"	"26045"	14221.02
"Emmet County, MI"	"26047"	14250.26
"Genesee County, MI"	"26049"	14078.24
"Gladwin County, MI"	"26051"	14274.82
"Gogebic County, MI"	"26053"	13597.89
"Grand Traverse County, MI"	"26055"	13889.95
"Gratiot County, MI"	"26057"	14262.43
"Hillsdale County, MI"	"26059"	14424.32
"Houghton County, MI"	"26061"	13940.26
"Huron County, MI"	"26063"	14572.14
"Ingham County, MI"	"26065"	14218.66
"Ionia County, MI"	"26067"	14236.29
"Iosco County, MI"	"26069"	14482.41
"Iron County, MI"	"26071"	13776.48
"Isabella County, MI"	"26073"	14234.70
"Jackson County, MI"	"26075"	14332.70
"Kalamazoo County, MI"	"26077"	14402.89
"Kalkaska County, MI"	"26079"	13944.54
"Kent County, MI"	"26081"	14212.02
"Keweenaw County, MI"	"26083"	14373.99
"Lake County, MI"	"26085"	13893.33
"Lapeer County, MI"	"26087"	14146.42
"Leelanau County, MI"	"26089"	14313.81
"Lenawee County, MI"	"26091"	14387.67
"Livingston County, MI"	"26093"	14187.01
"Luce County, MI"	"26095"	13988.26
"Mackinac County, MI"	"26097"	14331.85
"Macomb County, MI"	"26099"	14443.26
"Manistee County, MI"	"26101"	14676.89
"Marquette County, MI"	"26103"	13878.64
"Mason County, MI"	"26105"	15023.59
"Mecosta County, MI"	"26107"	14199.97
"Menominee County, MI"	"26109"	14400.29
"Midland County, MI"	"26111"	14286.49
"Missaukee County, MI"	"26113"	13978.46
"Monroe County, MI"	"26115"	14611.71
"Montcalm County, MI"	"26117"	14274.62
"Montmorency County, MI"	"26119"	14194.48
"Muskegon County, MI"	"26121"	15257.23
"Newaygo County, MI"	"26123"	14117.17
"Oakland County, MI"	"26125"	14208.11
"Oceana County, MI"	"26127"	15325.99
"Ogemaw County, MI"	"26129"	14133.29
"Ontonagon County, MI"	"26131"	13576.59
"Osceola County, MI"	"26133"	14086.99
"Oscoda County, MI"	"26135"	13999.60
"Otsego County, MI"	"26137"	13943.81
"Ottawa County, MI"	"26139"	14800.14
"Presque Isle County, MI"	"26141"	14599.15
"Roscommon County, MI"	"26143"	14064.28
"Saginaw County, MI"	"26145"	14158.25
"St. Clair County, MI"	"26147"	14741.08
"St. Joseph County, MI"	"26149"	14428.57
"Sanilac County, MI"	"26151"	15084.46
"Schoolcraft County, MI"	"26153"	14850.99
"Shiawassee County, MI"	"26155"	14138.99
"Tuscola County, MI"	"26157"	14131.67
"Van Buren County, MI"	"26159"	15123.56
"Washtenaw County, MI"	"26161"	14319.62
"Wayne County, MI"	"26163"	14352.43
"Wexford County, MI"	"26165"	13950.64
"Aitkin County, MN"	"27001"	13807.88
"Anoka County, MN"	"27003"	14255.54
"Becker County, MN"	"27005"	14145.13
"Beltrami County, MN"	"27007"	13702.16
"Benton County, MN"	"27009"	14326.00
"Big Stone County, MN"	"27011"	14598.87
"Blue Earth County, MN"	"27013"	14371.55
"Brown County, MN"	"27015"	14424.68
"Carlton County, MN"	"27017"	13747.56
"Carver County, MN"	"27019"	14362.67
"Cass County, MN"	"27021"	13868.32
"Chippewa County, MN"	"27023"	14542.36
"Chisago County, MN"	"27025"	14167.25
"Clay County, MN"	"27027"	14264.17
"Clearwater County, MN"	"27029"	13863.57
"Cook County, MN"	"27031"	14105.85
"Cottonwood County, MN"	"27033"	14435.29
"Crow Wing County, MN"	"27035"	14158.62
"Dakota County, MN"	"27037"	14234.88
"Dodge County, MN"	"27039"	14231.05
"Douglas County, MN"	"27041"	14498.46
"Faribault County, MN"	"27043"	14429.26
"Fillmore County, MN"	"27045"	14257.85
"Freeborn County, MN"	"27047"	14376.89
"Goodhue County, MN"	"27049"	14183.56
"Grant County, MN"	"27051"	14487.05
"Hennepin County, MN"	"27053"	14209.82
"Houston County, MN"	"27055"	14180.73
"Hubbard County, MN"	"27057"	13938.78
"Isanti County, MN"	"27059"	14271.15
"Itasca County, MN"	"27061"	13534.42
"Jackson County, MN"	"27063"	14501.45
"Kanabec County, MN"	"27065"	14139.35
"Kandiyohi County, MN"	"27067"	14475.55
"Kittson County, MN"	"27069"	13954.29
"Koochiching County, MN"	"27071"	13252.96
"Lac qui Parle County, MN"	"27073"	14562.89
